/home/zzydty/minigrid-a2c-ppo-dqn/scripts/train.py --env MiniGrid-FourDoor-v0 --algo dqn --model dqn-partial_obs-2 --frames 1000000 --procs 1 --batch-size 300 --max-memory 1500 --seed 2 --update-interval 20

Namespace(algo='dqn', batch_size=300, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-FourDoor-v0', episodes=10000000, epochs=4, frames=1000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, max_memory=1500, mem=False, model='dqn-partial_obs-2', optim_alpha=0.99, optim_eps=1e-08, procs=1, recurrence=1, save_interval=100, seed=2, text=False, update_interval=20, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

QModel(
  (conv1): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
  (conv2): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
  (conv3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (head): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=5, bias=True)
  )
)

Optimizer loaded

U 1 | E 1 | F 000324 | FPS 3849 | D 0 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 0.025
U 4077 | E 4077 | F 445709 | FPS 3072 | D 141 | rR:μσmM 11.86 107.82 0.00 1000.00 | pL 0.048
U 4078 | E 4078 | F 445879 | FPS 3616 | D 141 | rR:μσmM 5.92 76.47 0.00 1000.00 | pL 6.705
U 4079 | E 4079 | F 445933 | FPS 2708 | D 141 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 6.692
U 4080 | E 4080 | F 446064 | FPS 3445 | D 141 | rR:μσmM 7.68 87.03 0.00 1000.00 | pL 6.795
U 4081 | E 4081 | F 446157 | FPS 3087 | D 141 | rR:μσmM 10.84 103.13 0.00 1000.00 | pL 10.086
U 4082 | E 4082 | F 446267 | FPS 3357 | D 142 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 20.029
U 4083 | E 4083 | F 446450 | FPS 3617 | D 142 | rR:μσmM 5.50 73.72 0.00 1000.00 | pL 10.049
U 4084 | E 4084 | F 446596 | FPS 3514 | D 142 | rR:μσmM 6.89 82.47 0.00 1000.00 | pL 10.047
U 4085 | E 4085 | F 446691 | FPS 3202 | D 142 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 13.374
U 4086 | E 4086 | F 446795 | FPS 3105 | D 142 | rR:μσmM 9.69 97.58 0.00 1000.00 | pL 3.392
U 4087 | E 4087 | F 446869 | FPS 2999 | D 142 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 6.715
U 4088 | E 4088 | F 447193 | FPS 3913 | D 142 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 3.407
U 4089 | E 4089 | F 447286 | FPS 3365 | D 142 | rR:μσmM 10.82 103.13 0.00 1000.00 | pL 0.085
U 4090 | E 4090 | F 447414 | FPS 3274 | D 142 | rR:μσmM 7.86 88.04 0.00 1000.00 | pL 6.781
U 4091 | E 4091 | F 447454 | FPS 2229 | D 142 | rR:μσmM 25.20 156.09 0.00 1000.00 | pL 13.446
U 4092 | E 4092 | F 447556 | FPS 3290 | D 142 | rR:μσmM 9.88 98.52 0.00 1000.00 | pL 6.864
U 4093 | E 4093 | F 447609 | FPS 2786 | D 142 | rR:μσmM 18.98 136.04 0.00 1000.00 | pL 6.876
U 4094 | E 4094 | F 447734 | FPS 3430 | D 142 | rR:μσmM 8.06 89.08 0.00 1000.00 | pL 10.257
U 4095 | E 4095 | F 447903 | FPS 3648 | D 142 | rR:μσmM 5.95 76.69 0.00 1000.00 | pL 6.784
U 4096 | E 4096 | F 447982 | FPS 3046 | D 142 | rR:μσmM 12.76 111.78 0.00 1000.00 | pL 3.489
U 4097 | E 4097 | F 448150 | FPS 3490 | D 142 | rR:μσmM 6.00 76.92 0.00 1000.00 | pL 6.780
U 4098 | E 4098 | F 448270 | FPS 2738 | D 142 | rR:μσmM 8.38 90.90 0.00 1000.00 | pL 3.464
U 4099 | E 4099 | F 448422 | FPS 3526 | D 142 | rR:μσmM 6.62 80.84 0.00 1000.00 | pL 6.747
U 4100 | E 4100 | F 448487 | FPS 2727 | D 142 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 3.493
Status saved
U 4101 | E 4101 | F 448611 | FPS 3679 | D 142 | rR:μσmM 8.11 89.44 0.00 1000.00 | pL 13.429
U 4102 | E 4102 | F 448727 | FPS 3393 | D 142 | rR:μσmM 8.66 92.44 0.00 1000.00 | pL 6.736
U 4103 | E 4103 | F 448819 | FPS 3130 | D 142 | rR:μσmM 10.96 103.68 0.00 1000.00 | pL 13.366
U 4104 | E 4104 | F 448912 | FPS 3215 | D 142 | rR:μσmM 10.82 103.13 0.00 1000.00 | pL 3.382
U 4105 | E 4105 | F 449147 | FPS 3806 | D 142 | rR:μσmM 4.30 65.09 0.00 1000.00 | pL 0.061
U 4106 | E 4106 | F 449205 | FPS 2765 | D 142 | rR:μσmM 17.34 130.16 0.00 1000.00 | pL 0.051
U 4107 | E 4107 | F 449240 | FPS 2377 | D 142 | rR:μσmM 28.74 166.57 0.00 1000.00 | pL 13.340
U 4108 | E 4108 | F 449291 | FPS 2630 | D 142 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 10.025
U 4109 | E 4109 | F 449401 | FPS 3388 | D 142 | rR:μσmM 9.16 94.91 0.00 1000.00 | pL 6.702
U 4110 | E 4110 | F 449495 | FPS 3102 | D 142 | rR:μσmM 10.70 102.59 0.00 1000.00 | pL 3.387
U 4111 | E 4111 | F 449819 | FPS 3800 | D 143 | rR:μσmM 0.03 0.25 0.00 2.00 | pL 6.744
U 4112 | E 4112 | F 449886 | FPS 2948 | D 143 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 6.755
U 4113 | E 4113 | F 449947 | FPS 2904 | D 143 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 10.069
U 4114 | E 4114 | F 450043 | FPS 3093 | D 143 | rR:μσmM 10.52 101.52 0.00 1000.00 | pL 13.392
U 4115 | E 4115 | F 450367 | FPS 3771 | D 143 | rR:μσmM 0.02 0.22 0.00 2.00 | pL 6.725
U 4116 | E 4116 | F 450467 | FPS 3089 | D 143 | rR:μσmM 10.06 99.49 0.00 1000.00 | pL 3.453
U 4117 | E 4117 | F 450509 | FPS 2368 | D 143 | rR:μσmM 23.95 152.43 0.00 1000.00 | pL 0.163
U 4118 | E 4118 | F 450653 | FPS 3385 | D 143 | rR:μσmM 7.00 83.04 0.00 1000.00 | pL 13.485
U 4119 | E 4119 | F 450736 | FPS 3047 | D 143 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 7.003
U 4120 | E 4120 | F 450814 | FPS 2934 | D 143 | rR:μσmM 12.92 112.49 0.00 1000.00 | pL 0.187
U 4121 | E 4121 | F 450874 | FPS 2649 | D 143 | rR:μσmM 16.73 128.01 0.00 1000.00 | pL 6.779
U 4122 | E 4122 | F 450930 | FPS 2756 | D 143 | rR:μσmM 17.93 132.42 0.00 1000.00 | pL 16.746
U 4123 | E 4123 | F 451045 | FPS 3409 | D 143 | rR:μσmM 8.75 92.84 0.00 1000.00 | pL 10.246
U 4124 | E 4124 | F 451100 | FPS 2657 | D 143 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 13.569
U 4125 | E 4125 | F 451155 | FPS 2684 | D 143 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 3.769
U 4126 | E 4126 | F 451353 | FPS 3566 | D 143 | rR:μσmM 5.10 70.88 0.00 1000.00 | pL 6.789
U 4127 | E 4127 | F 451389 | FPS 2291 | D 143 | rR:μσmM 27.89 164.32 0.00 1000.00 | pL 13.434
U 4128 | E 4128 | F 451522 | FPS 3458 | D 143 | rR:μσmM 7.56 86.38 0.00 1000.00 | pL 10.085
U 4129 | E 4129 | F 451572 | FPS 2755 | D 143 | rR:μσmM 20.12 139.98 0.00 1000.00 | pL 6.760
U 4130 | E 4130 | F 451671 | FPS 3328 | D 143 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 3.428
U 4131 | E 4131 | F 451726 | FPS 2687 | D 143 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 16.754
U 4132 | E 4132 | F 451819 | FPS 3103 | D 143 | rR:μσmM 10.84 103.13 0.00 1000.00 | pL 10.078
U 4133 | E 4133 | F 451878 | FPS 2877 | D 143 | rR:μσmM 17.05 129.07 0.00 1000.00 | pL 10.078
U 4134 | E 4134 | F 451949 | FPS 2938 | D 143 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 33.345
U 4135 | E 4135 | F 452002 | FPS 2553 | D 143 | rR:μσmM 18.98 136.04 0.00 1000.00 | pL 10.040
U 4136 | E 4136 | F 452056 | FPS 2912 | D 143 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 16.672
U 4137 | E 4137 | F 452086 | FPS 2066 | D 143 | rR:μσmM 33.53 179.47 0.00 1000.00 | pL 6.732
U 4138 | E 4138 | F 452189 | FPS 3182 | D 143 | rR:μσmM 9.77 98.05 0.00 1000.00 | pL 16.680
U 4139 | E 4139 | F 452262 | FPS 2964 | D 143 | rR:μσmM 13.78 116.23 0.00 1000.00 | pL 3.448
U 4140 | E 4140 | F 452359 | FPS 3283 | D 143 | rR:μσmM 10.35 101.01 0.00 1000.00 | pL 20.144
U 4141 | E 4141 | F 452426 | FPS 2792 | D 143 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 16.770
U 4142 | E 4142 | F 452478 | FPS 2592 | D 143 | rR:μσmM 19.35 137.32 0.00 1000.00 | pL 13.410
U 4143 | E 4143 | F 452510 | FPS 2092 | D 143 | rR:μσmM 31.44 173.96 0.00 1000.00 | pL 23.360
U 4144 | E 4144 | F 452629 | FPS 3481 | D 144 | rR:μσmM 8.45 91.28 0.00 1000.00 | pL 3.383
U 4145 | E 4145 | F 452694 | FPS 3060 | D 144 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 13.392
U 4146 | E 4146 | F 453018 | FPS 3697 | D 144 | rR:μσmM 0.04 0.29 0.00 2.00 | pL 13.481
U 4147 | E 4147 | F 453123 | FPS 3290 | D 144 | rR:μσmM 9.58 97.12 0.00 1000.00 | pL 16.863
U 4148 | E 4148 | F 453207 | FPS 2914 | D 144 | rR:μσmM 11.95 108.45 0.00 1000.00 | pL 6.844
U 4149 | E 4149 | F 453267 | FPS 2312 | D 144 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 16.844
U 4150 | E 4150 | F 453342 | FPS 2569 | D 144 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 6.862
U 4151 | E 4151 | F 453412 | FPS 2957 | D 144 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 13.472
U 4152 | E 4152 | F 453461 | FPS 2530 | D 144 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 20.145
U 4153 | E 4153 | F 453514 | FPS 2759 | D 144 | rR:μσmM 18.98 136.04 0.00 1000.00 | pL 6.862
U 4154 | E 4154 | F 453616 | FPS 3266 | D 144 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 10.148
U 4155 | E 4155 | F 453678 | FPS 2912 | D 144 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 10.128
U 4156 | E 4156 | F 453780 | FPS 3335 | D 144 | rR:μσmM 9.86 98.52 0.00 1000.00 | pL 10.169
U 4157 | E 4157 | F 453852 | FPS 2927 | D 144 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 16.810
U 4158 | E 4158 | F 453931 | FPS 3034 | D 144 | rR:μσmM 12.76 111.78 0.00 1000.00 | pL 13.464
U 4159 | E 4159 | F 453986 | FPS 2765 | D 144 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 6.786
U 4160 | E 4160 | F 454035 | FPS 2457 | D 144 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 6.892
U 4161 | E 4161 | F 454069 | FPS 2081 | D 144 | rR:μσmM 29.59 168.93 0.00 1000.00 | pL 16.843
U 4162 | E 4162 | F 454160 | FPS 2963 | D 144 | rR:μσmM 11.08 104.24 0.00 1000.00 | pL 13.508
U 4163 | E 4163 | F 454294 | FPS 3546 | D 144 | rR:μσmM 7.49 86.06 0.00 1000.00 | pL 10.167
U 4164 | E 4164 | F 454423 | FPS 3411 | D 144 | rR:μσmM 7.81 87.70 0.00 1000.00 | pL 26.746
U 4165 | E 4165 | F 454540 | FPS 3586 | D 144 | rR:μσmM 8.58 92.05 0.00 1000.00 | pL 20.040
U 4166 | E 4166 | F 454580 | FPS 2217 | D 144 | rR:μσmM 25.15 156.10 0.00 1000.00 | pL 16.706
U 4167 | E 4167 | F 454649 | FPS 2972 | D 144 | rR:μσmM 14.58 119.50 0.00 1000.00 | pL 16.676
U 4168 | E 4168 | F 454707 | FPS 2685 | D 144 | rR:μσmM 17.34 130.16 0.00 1000.00 | pL 13.376
U 4169 | E 4169 | F 454807 | FPS 3321 | D 144 | rR:μσmM 10.04 99.50 0.00 1000.00 | pL 23.345
U 4170 | E 4170 | F 454848 | FPS 2414 | D 144 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 16.667
U 4171 | E 4171 | F 454921 | FPS 2804 | D 144 | rR:μσmM 13.78 116.23 0.00 1000.00 | pL 13.342
U 4172 | E 4172 | F 454969 | FPS 2540 | D 144 | rR:μσmM 20.92 142.81 0.00 1000.00 | pL 10.048
U 4173 | E 4173 | F 455130 | FPS 3499 | D 144 | rR:μσmM 6.26 78.56 0.00 1000.00 | pL 23.317
U 4174 | E 4174 | F 455171 | FPS 2439 | D 144 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 16.684
U 4175 | E 4175 | F 455281 | FPS 3274 | D 144 | rR:μσmM 9.16 94.91 0.00 1000.00 | pL 16.662
U 4176 | E 4176 | F 455364 | FPS 3113 | D 144 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 16.675
U 4177 | E 4177 | F 455481 | FPS 3337 | D 144 | rR:μσmM 8.58 92.05 0.00 1000.00 | pL 6.706
U 4178 | E 4178 | F 455553 | FPS 2910 | D 144 | rR:μσmM 13.94 117.02 0.00 1000.00 | pL 16.678
U 4179 | E 4179 | F 455678 | FPS 3464 | D 145 | rR:μσmM 8.05 89.08 0.00 1000.00 | pL 6.716
U 4180 | E 4180 | F 455769 | FPS 3048 | D 145 | rR:μσmM 11.05 104.24 0.00 1000.00 | pL 10.156
U 4181 | E 4181 | F 455892 | FPS 3404 | D 145 | rR:μσmM 8.18 89.80 0.00 1000.00 | pL 6.779
U 4182 | E 4182 | F 455991 | FPS 3239 | D 145 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 6.749
U 4183 | E 4183 | F 456089 | FPS 3127 | D 145 | rR:μσmM 10.27 100.49 0.00 1000.00 | pL 10.041
U 4184 | E 4184 | F 456413 | FPS 3799 | D 145 | rR:μσmM 0.04 0.27 0.00 2.00 | pL 0.190
U 4185 | E 4185 | F 456573 | FPS 3529 | D 145 | rR:μσmM 6.29 78.81 0.00 1000.00 | pL 3.484
U 4186 | E 4186 | F 456617 | FPS 2422 | D 145 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 10.138
U 4187 | E 4187 | F 456836 | FPS 3713 | D 145 | rR:μσmM 4.59 67.42 0.00 1000.00 | pL 6.796
U 4188 | E 4188 | F 456979 | FPS 3585 | D 145 | rR:μσmM 7.03 83.33 0.00 1000.00 | pL 3.522
U 4189 | E 4189 | F 457017 | FPS 2229 | D 145 | rR:μσmM 26.42 160.06 0.00 1000.00 | pL 13.527
U 4190 | E 4190 | F 457089 | FPS 3021 | D 145 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 6.960
U 4191 | E 4191 | F 457160 | FPS 2992 | D 145 | rR:μσmM 14.20 117.83 0.00 1000.00 | pL 6.928
U 4192 | E 4192 | F 457270 | FPS 3280 | D 145 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 10.134
U 4193 | E 4193 | F 457359 | FPS 3152 | D 145 | rR:μσmM 11.33 105.39 0.00 1000.00 | pL 10.157
U 4194 | E 4194 | F 457405 | FPS 2431 | D 145 | rR:μσmM 21.87 145.81 0.00 1000.00 | pL 3.517
U 4195 | E 4195 | F 457510 | FPS 3327 | D 145 | rR:μσmM 9.58 97.12 0.00 1000.00 | pL 10.183
U 4196 | E 4196 | F 457559 | FPS 2562 | D 145 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 10.197
U 4197 | E 4197 | F 457637 | FPS 2999 | D 145 | rR:μσmM 12.90 112.49 0.00 1000.00 | pL 6.818
U 4198 | E 4198 | F 457705 | FPS 2947 | D 145 | rR:μσmM 14.76 120.37 0.00 1000.00 | pL 10.137
U 4199 | E 4199 | F 457800 | FPS 3252 | D 145 | rR:μσmM 10.57 102.05 0.00 1000.00 | pL 0.103
U 4200 | E 4200 | F 457870 | FPS 2917 | D 145 | rR:μσmM 14.37 118.66 0.00 1000.00 | pL 23.456
Status saved
U 4201 | E 4201 | F 457913 | FPS 2435 | D 145 | rR:μσmM 23.40 150.69 0.00 1000.00 | pL 13.407
U 4202 | E 4202 | F 457981 | FPS 2914 | D 145 | rR:μσmM 14.76 120.37 0.00 1000.00 | pL 10.045
U 4203 | E 4203 | F 458063 | FPS 3185 | D 145 | rR:μσmM 12.29 109.75 0.00 1000.00 | pL 10.037
U 4204 | E 4204 | F 458158 | FPS 3172 | D 145 | rR:μσmM 10.59 102.05 0.00 1000.00 | pL 13.391
U 4205 | E 4205 | F 458212 | FPS 2765 | D 145 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 23.347
U 4206 | E 4206 | F 458289 | FPS 3127 | D 145 | rR:μσmM 13.09 113.21 0.00 1000.00 | pL 23.336
U 4207 | E 4207 | F 458338 | FPS 2576 | D 145 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 10.042
U 4208 | E 4208 | F 458398 | FPS 2801 | D 145 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 20.012
U 4209 | E 4209 | F 458455 | FPS 2848 | D 145 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 16.673
U 4210 | E 4210 | F 458561 | FPS 3127 | D 145 | rR:μσmM 9.51 96.66 0.00 1000.00 | pL 13.365
U 4211 | E 4211 | F 458657 | FPS 3175 | D 145 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 16.662
U 4212 | E 4212 | F 458686 | FPS 1915 | D 145 | rR:μσmM 34.69 182.43 0.00 1000.00 | pL 16.655
U 4213 | E 4213 | F 458734 | FPS 2575 | D 146 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 6.677
U 4214 | E 4214 | F 458850 | FPS 3301 | D 146 | rR:μσmM 8.66 92.44 0.00 1000.00 | pL 19.980
U 4215 | E 4215 | F 459052 | FPS 3712 | D 146 | rR:μσmM 5.00 70.18 0.00 1000.00 | pL 23.407
U 4216 | E 4216 | F 459149 | FPS 3089 | D 146 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 13.382
U 4217 | E 4217 | F 459223 | FPS 2954 | D 146 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 20.016
U 4218 | E 4218 | F 459272 | FPS 2638 | D 146 | rR:μσmM 20.53 141.38 0.00 1000.00 | pL 10.031
U 4219 | E 4219 | F 459371 | FPS 3185 | D 146 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 13.373
U 4220 | E 4220 | F 459438 | FPS 2736 | D 146 | rR:μσmM 15.01 121.24 0.00 1000.00 | pL 10.157
U 4221 | E 4221 | F 459584 | FPS 3451 | D 146 | rR:μσmM 6.89 82.47 0.00 1000.00 | pL 16.751
U 4222 | E 4222 | F 459691 | FPS 3223 | D 146 | rR:μσmM 9.40 96.22 0.00 1000.00 | pL 6.766
U 4223 | E 4223 | F 459834 | FPS 3605 | D 146 | rR:μσmM 7.06 83.33 0.00 1000.00 | pL 10.069
U 4224 | E 4224 | F 459990 | FPS 3188 | D 146 | rR:μσmM 6.46 79.80 0.00 1000.00 | pL 10.062
U 4225 | E 4225 | F 460035 | FPS 2256 | D 146 | rR:μσmM 22.36 147.39 0.00 1000.00 | pL 6.742
U 4226 | E 4226 | F 460084 | FPS 2243 | D 146 | rR:μσmM 20.57 141.37 0.00 1000.00 | pL 3.430
U 4227 | E 4227 | F 460165 | FPS 2133 | D 146 | rR:μσmM 12.42 110.42 0.00 1000.00 | pL 10.072
U 4228 | E 4228 | F 460242 | FPS 2450 | D 146 | rR:μσmM 13.04 113.21 0.00 1000.00 | pL 20.015
U 4229 | E 4229 | F 460323 | FPS 2636 | D 146 | rR:μσmM 12.40 110.42 0.00 1000.00 | pL 23.335
U 4230 | E 4230 | F 460373 | FPS 2593 | D 146 | rR:μσmM 20.08 139.99 0.00 1000.00 | pL 3.404
U 4231 | E 4231 | F 460459 | FPS 3184 | D 146 | rR:μσmM 11.67 107.20 0.00 1000.00 | pL 13.359
U 4232 | E 4232 | F 460536 | FPS 2871 | D 146 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 16.689
U 4233 | E 4233 | F 460599 | FPS 2897 | D 146 | rR:μσmM 15.97 124.97 0.00 1000.00 | pL 10.026
U 4234 | E 4234 | F 460686 | FPS 3083 | D 146 | rR:μσmM 11.56 106.59 0.00 1000.00 | pL 6.705
U 4235 | E 4235 | F 460726 | FPS 2318 | D 146 | rR:μσmM 25.10 156.11 0.00 1000.00 | pL 16.686
U 4236 | E 4236 | F 460770 | FPS 2423 | D 146 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 20.010
U 4237 | E 4237 | F 460822 | FPS 2695 | D 146 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 10.020
U 4238 | E 4238 | F 460906 | FPS 3079 | D 146 | rR:μσmM 11.95 108.45 0.00 1000.00 | pL 16.698
U 4239 | E 4239 | F 460967 | FPS 2682 | D 146 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 10.031
U 4240 | E 4240 | F 461067 | FPS 3202 | D 146 | rR:μσmM 10.04 99.50 0.00 1000.00 | pL 13.483
U 4241 | E 4241 | F 461231 | FPS 3601 | D 146 | rR:μσmM 6.17 77.84 0.00 1000.00 | pL 6.843
U 4242 | E 4242 | F 461349 | FPS 3308 | D 146 | rR:μσmM 8.53 91.66 0.00 1000.00 | pL 20.098
U 4243 | E 4243 | F 461386 | FPS 2419 | D 146 | rR:μσmM 27.14 162.14 0.00 1000.00 | pL 20.062
U 4244 | E 4244 | F 461510 | FPS 3442 | D 146 | rR:μσmM 8.11 89.44 0.00 1000.00 | pL 10.082
U 4245 | E 4245 | F 461624 | FPS 3279 | D 146 | rR:μσmM 8.86 93.24 0.00 1000.00 | pL 0.086
U 4246 | E 4246 | F 461718 | FPS 3011 | D 147 | rR:μσmM 10.70 102.59 0.00 1000.00 | pL 13.419
U 4247 | E 4247 | F 461858 | FPS 3609 | D 147 | rR:μσmM 7.19 84.21 0.00 1000.00 | pL 13.388
U 4248 | E 4248 | F 461964 | FPS 3264 | D 147 | rR:μσmM 9.51 96.66 0.00 1000.00 | pL 6.760
U 4249 | E 4249 | F 462064 | FPS 3260 | D 147 | rR:μσmM 10.06 99.49 0.00 1000.00 | pL 13.385
U 4250 | E 4250 | F 462194 | FPS 3437 | D 147 | rR:μσmM 7.74 87.36 0.00 1000.00 | pL 13.378
U 4251 | E 4251 | F 462295 | FPS 3318 | D 147 | rR:μσmM 9.96 99.00 0.00 1000.00 | pL 6.724
U 4252 | E 4252 | F 462421 | FPS 3310 | D 147 | rR:μσmM 8.00 88.73 0.00 1000.00 | pL 6.727
U 4253 | E 4253 | F 462465 | FPS 2492 | D 147 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 10.039
U 4254 | E 4254 | F 462543 | FPS 3173 | D 147 | rR:μσmM 12.87 112.49 0.00 1000.00 | pL 10.061
U 4255 | E 4255 | F 462805 | FPS 3661 | D 147 | rR:μσmM 3.85 61.66 0.00 1000.00 | pL 6.738
U 4256 | E 4256 | F 462932 | FPS 3453 | D 147 | rR:μσmM 7.92 88.38 0.00 1000.00 | pL 16.700
U 4257 | E 4257 | F 463026 | FPS 3053 | D 147 | rR:μσmM 10.70 102.59 0.00 1000.00 | pL 6.748
U 4258 | E 4258 | F 463158 | FPS 3639 | D 147 | rR:μσmM 7.61 86.71 0.00 1000.00 | pL 16.726
U 4259 | E 4259 | F 463261 | FPS 3241 | D 147 | rR:μσmM 9.77 98.05 0.00 1000.00 | pL 13.374
U 4260 | E 4260 | F 463350 | FPS 3096 | D 147 | rR:μσmM 11.30 105.40 0.00 1000.00 | pL 10.203
U 4261 | E 4261 | F 463474 | FPS 3429 | D 147 | rR:μσmM 8.11 89.44 0.00 1000.00 | pL 13.433
U 4262 | E 4262 | F 463587 | FPS 3258 | D 147 | rR:μσmM 8.94 93.65 0.00 1000.00 | pL 6.782
U 4263 | E 4263 | F 463688 | FPS 3218 | D 147 | rR:μσmM 9.98 99.00 0.00 1000.00 | pL 10.103
U 4264 | E 4264 | F 463794 | FPS 3204 | D 147 | rR:μσmM 9.51 96.66 0.00 1000.00 | pL 13.418
U 4265 | E 4265 | F 463962 | FPS 3616 | D 147 | rR:μσmM 5.99 76.92 0.00 1000.00 | pL 3.407
U 4266 | E 4266 | F 463996 | FPS 2148 | D 147 | rR:μσmM 29.53 168.94 0.00 1000.00 | pL 3.432
U 4267 | E 4267 | F 464119 | FPS 3020 | D 147 | rR:μσmM 8.16 89.80 0.00 1000.00 | pL 6.761
U 4268 | E 4268 | F 464203 | FPS 2815 | D 147 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 13.400
U 4269 | E 4269 | F 464282 | FPS 3101 | D 147 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 10.068
U 4270 | E 4270 | F 464333 | FPS 2561 | D 147 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 6.720
U 4271 | E 4271 | F 464450 | FPS 3387 | D 147 | rR:μσmM 8.60 92.05 0.00 1000.00 | pL 13.350
U 4272 | E 4272 | F 464556 | FPS 3287 | D 147 | rR:μσmM 9.49 96.66 0.00 1000.00 | pL 13.340
U 4273 | E 4273 | F 464607 | FPS 2686 | D 147 | rR:μσmM 19.73 138.63 0.00 1000.00 | pL 6.719
U 4274 | E 4274 | F 464660 | FPS 2606 | D 147 | rR:μσmM 18.94 136.05 0.00 1000.00 | pL 6.720
U 4275 | E 4275 | F 464714 | FPS 2882 | D 147 | rR:μσmM 18.63 134.80 0.00 1000.00 | pL 6.691
U 4276 | E 4276 | F 464795 | FPS 2975 | D 147 | rR:μσmM 12.44 110.41 0.00 1000.00 | pL 10.042
U 4277 | E 4277 | F 464834 | FPS 2275 | D 147 | rR:μσmM 25.79 158.04 0.00 1000.00 | pL 26.653
U 4278 | E 4278 | F 464942 | FPS 3362 | D 148 | rR:μσmM 9.30 95.78 0.00 1000.00 | pL 10.030
U 4279 | E 4279 | F 465026 | FPS 3077 | D 148 | rR:μσmM 12.00 108.45 0.00 1000.00 | pL 26.648
U 4280 | E 4280 | F 465089 | FPS 2813 | D 148 | rR:μσmM 15.97 124.97 0.00 1000.00 | pL 6.815
U 4281 | E 4281 | F 465163 | FPS 2915 | D 148 | rR:μσmM 13.57 115.45 0.00 1000.00 | pL 10.088
